data_type,time_total,time_increment,time_iosix,sensor_data
obd,14.4103,0.0093,2021-12-06 13:19:44.410300,"{""veh_speed"": 0}"
obd,14.4211,0.0108,2021-12-06 13:19:44.421100,"{""aat"": 2}"
obd,14.4303,0.0092,2021-12-06 13:19:44.430300,"{""status"": ""unknown pid"", ""pid"": ""34"", ""address"": ""2024"", ""bus_id"": ""255""}"
obd,14.4413,0.011,2021-12-06 13:19:44.441300,"{""e_load"": 25.49}"
obd,14.4503,0.009,2021-12-06 13:19:44.450300,"{""c_temp"": 80}"
obd,14.4614,0.0111,2021-12-06 13:19:44.461400,"{""status"": ""unknown pid"", ""pid"": ""17"", ""address"": ""2024"", ""bus_id"": ""255""}"
obd,14.4703,0.0089,2021-12-06 13:19:44.470300,"{""rpm"": 682.0}"
obd,15.4103,0.0093,2021-12-06 13:19:45.410300,"{""veh_speed"": 0}"
obd,15.4211,0.0108,2021-12-06 13:19:45.421100,"{""aat"": 2}"
obd,15.4302,0.0091,2021-12-06 13:19:45.430200,"{""status"": ""unknown pid"", ""pid"": ""34"", ""address"": ""2024"", ""bus_id"": ""255""}"
obd,15.442,0.0118,2021-12-06 13:19:45.442000,"{""e_load"": 25.882}"
obd,15.4502,0.0082,2021-12-06 13:19:45.450200,"{""c_temp"": 80}"
obd,15.461,0.0108,2021-12-06 13:19:45.461000,"{""status"": ""unknown pid"", ""pid"": ""17"", ""address"": ""2024"", ""bus_id"": ""255""}"
obd,15.4702,0.0092,2021-12-06 13:19:45.470200,"{""rpm"": 681.0}"
obd,16.4101,0.0091,2021-12-06 13:19:46.410100,"{""veh_speed"": 0}"
obd,16.4211,0.011,2021-12-06 13:19:46.421100,"{""aat"": 2}"
obd,16.4302,0.0091,2021-12-06 13:19:46.430200,"{""status"": ""unknown pid"", ""pid"": ""34"", ""address"": ""2024"", ""bus_id"": ""255""}"
obd,16.4423,0.0121,2021-12-06 13:19:46.442300,"{""e_load"": 25.882}"
obd,16.4502,0.0079,2021-12-06 13:19:46.450200,"{""c_temp"": 80}"
obd,16.4611,0.0109,2021-12-06 13:19:46.461100,"{""status"": ""unknown pid"", ""pid"": ""17"", ""address"": ""2024"", ""bus_id"": ""255""}"
obd,16.4702,0.0091,2021-12-06 13:19:46.470200,"{""rpm"": 680.0}"
obd,17.4101,0.0091,2021-12-06 13:19:47.410100,"{""veh_speed"": 0}"
obd,17.4223,0.0122,2021-12-06 13:19:47.422300,"{""aat"": 2}"
obd,17.4301,0.0078,2021-12-06 13:19:47.430100,"{""status"": ""unknown pid"", ""pid"": ""34"", ""address"": ""2024"", ""bus_id"": ""255""}"
obd,17.4423,0.0122,2021-12-06 13:19:47.442300,"{""e_load"": 26.275}"
obd,17.45,0.0077,2021-12-06 13:19:47.450000,"{""c_temp"": 80}"
obd,17.4621,0.0121,2021-12-06 13:19:47.462100,"{""status"": ""unknown pid"", ""pid"": ""17"", ""address"": ""2024"", ""bus_id"": ""255""}"
obd,17.4701,0.008,2021-12-06 13:19:47.470100,"{""rpm"": 681.0}"
obd,18.41,0.009,2021-12-06 13:19:48.410000,"{""veh_speed"": 0}"
obd,18.422,0.012,2021-12-06 13:19:48.422000,"{""aat"": 2}"
obd,18.43,0.008,2021-12-06 13:19:48.430000,"{""status"": ""unknown pid"", ""pid"": ""34"", ""address"": ""2024"", ""bus_id"": ""255""}"
obd,18.4422,0.0122,2021-12-06 13:19:48.442200,"{""e_load"": 25.882}"
obd,18.4499,0.0077,2021-12-06 13:19:48.449900,"{""c_temp"": 80}"
obd,18.462,0.0119,2021-12-06 13:19:48.462000,"{""status"": ""unknown pid"", ""pid"": ""17"", ""address"": ""2024"", ""bus_id"": ""255""}"
obd,18.47,0.008,2021-12-06 13:19:48.470000,"{""rpm"": 680.0}"
obd,19.4099,0.0089,2021-12-06 13:19:49.409900,"{""veh_speed"": 0}"
obd,19.422,0.0121,2021-12-06 13:19:49.422000,"{""aat"": 2}"
obd,19.4298,0.0078,2021-12-06 13:19:49.429800,"{""status"": ""unknown pid"", ""pid"": ""34"", ""address"": ""2024"", ""bus_id"": ""255""}"
obd,19.442,0.0122,2021-12-06 13:19:49.442000,"{""e_load"": 26.275}"
obd,19.4498,0.0078,2021-12-06 13:19:49.449800,"{""c_temp"": 80}"
obd,19.462,0.0122,2021-12-06 13:19:49.462000,"{""status"": ""unknown pid"", ""pid"": ""17"", ""address"": ""2024"", ""bus_id"": ""255""}"
obd,19.4698,0.0078,2021-12-06 13:19:49.469800,"{""rpm"": 680.0}"
obd,20.4098,0.0078,2021-12-06 13:19:50.409800,"{""veh_speed"": 0}"
obd,20.4219,0.0121,2021-12-06 13:19:50.421900,"{""aat"": 2}"
obd,20.4297,0.0078,2021-12-06 13:19:50.429700,"{""status"": ""unknown pid"", ""pid"": ""34"", ""address"": ""2024"", ""bus_id"": ""255""}"
obd,20.442,0.0123,2021-12-06 13:19:50.442000,"{""e_load"": 26.667}"
obd,20.4498,0.0078,2021-12-06 13:19:50.449800,"{""c_temp"": 80}"
obd,20.462,0.0122,2021-12-06 13:19:50.462000,"{""status"": ""unknown pid"", ""pid"": ""17"", ""address"": ""2024"", ""bus_id"": ""255""}"
obd,20.4698,0.0078,2021-12-06 13:19:50.469800,"{""rpm"": 680.0}"
obd,21.4097,0.0087,2021-12-06 13:19:51.409700,"{""veh_speed"": 0}"
obd,21.422,0.0123,2021-12-06 13:19:51.422000,"{""aat"": 2}"
obd,21.4297,0.0077,2021-12-06 13:19:51.429700,"{""status"": ""unknown pid"", ""pid"": ""34"", ""address"": ""2024"", ""bus_id"": ""255""}"
obd,21.4419,0.0122,2021-12-06 13:19:51.441900,"{""e_load"": 25.882}"
obd,21.4497,0.0078,2021-12-06 13:19:51.449700,"{""c_temp"": 80}"
obd,21.4618,0.0121,2021-12-06 13:19:51.461800,"{""status"": ""unknown pid"", ""pid"": ""17"", ""address"": ""2024"", ""bus_id"": ""255""}"
obd,21.4697,0.0079,2021-12-06 13:19:51.469700,"{""rpm"": 680.5}"
obd,22.4096,0.0086,2021-12-06 13:19:52.409600,"{""veh_speed"": 0}"
obd,22.4216,0.012,2021-12-06 13:19:52.421600,"{""aat"": 2}"
obd,22.4296,0.008,2021-12-06 13:19:52.429600,"{""status"": ""unknown pid"", ""pid"": ""34"", ""address"": ""2024"", ""bus_id"": ""255""}"
obd,22.442,0.0124,2021-12-06 13:19:52.442000,"{""e_load"": 25.882}"
obd,22.4496,0.0076,2021-12-06 13:19:52.449600,"{""c_temp"": 80}"
obd,22.4617,0.0121,2021-12-06 13:19:52.461700,"{""status"": ""unknown pid"", ""pid"": ""17"", ""address"": ""2024"", ""bus_id"": ""255""}"
obd,22.4696,0.0079,2021-12-06 13:19:52.469600,"{""rpm"": 680.0}"
obd,23.4095,0.0085,2021-12-06 13:19:53.409500,"{""veh_speed"": 0}"
obd,23.4215,0.012,2021-12-06 13:19:53.421500,"{""aat"": 2}"
obd,23.4295,0.008,2021-12-06 13:19:53.429500,"{""status"": ""unknown pid"", ""pid"": ""34"", ""address"": ""2024"", ""bus_id"": ""255""}"
obd,23.442,0.0125,2021-12-06 13:19:53.442000,"{""e_load"": 25.882}"
obd,23.4495,0.0075,2021-12-06 13:19:53.449500,"{""c_temp"": 80}"
obd,23.4617,0.0122,2021-12-06 13:19:53.461700,"{""status"": ""unknown pid"", ""pid"": ""17"", ""address"": ""2024"", ""bus_id"": ""255""}"
obd,23.4695,0.0078,2021-12-06 13:19:53.469500,"{""rpm"": 680.0}"
obd,24.4095,0.0085,2021-12-06 13:19:54.409500,"{""veh_speed"": 0}"
obd,24.4214,0.0119,2021-12-06 13:19:54.421400,"{""aat"": 2}"
obd,24.4294,0.008,2021-12-06 13:19:54.429400,"{""status"": ""unknown pid"", ""pid"": ""34"", ""address"": ""2024"", ""bus_id"": ""255""}"
obd,24.4419,0.0125,2021-12-06 13:19:54.441900,"{""e_load"": 26.275}"
obd,24.4493,0.0074,2021-12-06 13:19:54.449300,"{""c_temp"": 80}"
obd,24.4618,0.0125,2021-12-06 13:19:54.461800,"{""status"": ""unknown pid"", ""pid"": ""17"", ""address"": ""2024"", ""bus_id"": ""255""}"
obd,24.4694,0.0076,2021-12-06 13:19:54.469400,"{""rpm"": 681.0}"
obd,25.4094,0.0084,2021-12-06 13:19:55.409400,"{""status"": ""unknown pid"", ""pid"": ""34"", ""address"": ""2024"", ""bus_id"": ""255""}"
obd,25.501,0.0,2021-12-06 13:19:55.501000,"{""status"": ""unknown pid"", ""pid"": ""34"", ""address"": ""2024"", ""bus_id"": ""255""}"
obd,25.601,0.0,2021-12-06 13:19:55.601000,"{""fli"": 21.961}"
obd,25.6229,0.0219,2021-12-06 13:19:55.622900,"{""odometer_km"": 148466.734}"
obd,25.6893,0.0664,2021-12-06 13:19:55.689300,"{""veh_speed"": 0}"
obd,25.7015,0.0005,2021-12-06 13:19:55.701500,"{""aat"": 2}"
obd,25.7093,0.0078,2021-12-06 13:19:55.709300,"{""status"": ""unknown pid"", ""pid"": ""34"", ""address"": ""2024"", ""bus_id"": ""255""}"
obd,25.7214,0.0121,2021-12-06 13:19:55.721400,"{""e_load"": 26.275}"
obd,25.7293,0.0079,2021-12-06 13:19:55.729300,"{""c_temp"": 80}"
obd,25.7418,0.0125,2021-12-06 13:19:55.741800,"{""status"": ""unknown pid"", ""pid"": ""17"", ""address"": ""2024"", ""bus_id"": ""255""}"
obd,25.7493,0.0075,2021-12-06 13:19:55.749300,"{""rpm"": 679.0}"
obd,26.4092,0.0082,2021-12-06 13:19:56.409200,"{""veh_speed"": 0}"
obd,26.4214,0.0122,2021-12-06 13:19:56.421400,"{""aat"": 2}"
obd,26.4292,0.0078,2021-12-06 13:19:56.429200,"{""status"": ""unknown pid"", ""pid"": ""34"", ""address"": ""2024"", ""bus_id"": ""255""}"
obd,26.4419,0.0127,2021-12-06 13:19:56.441900,"{""e_load"": 26.275}"
obd,26.4492,0.0073,2021-12-06 13:19:56.449200,"{""c_temp"": 80}"
obd,26.4616,0.0124,2021-12-06 13:19:56.461600,"{""status"": ""unknown pid"", ""pid"": ""17"", ""address"": ""2024"", ""bus_id"": ""255""}"
obd,26.4692,0.0076,2021-12-06 13:19:56.469200,"{""rpm"": 680.5}"
obd,27.4091,0.0081,2021-12-06 13:19:57.409100,"{""veh_speed"": 0}"
obd,27.4218,0.0127,2021-12-06 13:19:57.421800,"{""aat"": 2}"
obd,27.4291,0.0073,2021-12-06 13:19:57.429100,"{""status"": ""unknown pid"", ""pid"": ""34"", ""address"": ""2024"", ""bus_id"": ""255""}"
obd,27.4419,0.0128,2021-12-06 13:19:57.441900,"{""e_load"": 26.275}"
obd,27.4491,0.0072,2021-12-06 13:19:57.449100,"{""c_temp"": 80}"
obd,27.4618,0.0127,2021-12-06 13:19:57.461800,"{""status"": ""unknown pid"", ""pid"": ""17"", ""address"": ""2024"", ""bus_id"": ""255""}"
obd,27.4691,0.0073,2021-12-06 13:19:57.469100,"{""rpm"": 680.0}"
obd,28.409,0.008,2021-12-06 13:19:58.409000,"{""veh_speed"": 0}"
obd,28.4221,0.0131,2021-12-06 13:19:58.422100,"{""aat"": 2}"
obd,28.4291,0.007,2021-12-06 13:19:58.429100,"{""status"": ""unknown pid"", ""pid"": ""34"", ""address"": ""2024"", ""bus_id"": ""255""}"
obd,28.4419,0.0128,2021-12-06 13:19:58.441900,"{""e_load"": 26.667}"
obd,28.4491,0.0072,2021-12-06 13:19:58.449100,"{""c_temp"": 80}"
obd,28.4619,0.0128,2021-12-06 13:19:58.461900,"{""status"": ""unknown pid"", ""pid"": ""17"", ""address"": ""2024"", ""bus_id"": ""255""}"
obd,28.4691,0.0072,2021-12-06 13:19:58.469100,"{""rpm"": 679.5}"
obd,29.4092,0.0082,2021-12-06 13:19:59.409200,"{""veh_speed"": 0}"
obd,29.4219,0.0127,2021-12-06 13:19:59.421900,"{""aat"": 2}"
obd,29.4291,0.0072,2021-12-06 13:19:59.429100,"{""status"": ""unknown pid"", ""pid"": ""34"", ""address"": ""2024"", ""bus_id"": ""255""}"
obd,29.4419,0.0128,2021-12-06 13:19:59.441900,"{""e_load"": 26.667}"
obd,29.4491,0.0072,2021-12-06 13:19:59.449100,"{""c_temp"": 80}"
obd,29.4619,0.0128,2021-12-06 13:19:59.461900,"{""status"": ""unknown pid"", ""pid"": ""17"", ""address"": ""2024"", ""bus_id"": ""255""}"
obd,29.4691,0.0072,2021-12-06 13:19:59.469100,"{""rpm"": 679.5}"
obd,30.4089,0.0079,2021-12-06 13:20:00.408900,"{""veh_speed"": 0}"
obd,30.4214,0.0125,2021-12-06 13:20:00.421400,"{""aat"": 2}"
obd,30.4289,0.0075,2021-12-06 13:20:00.428900,"{""status"": ""unknown pid"", ""pid"": ""34"", ""address"": ""2024"", ""bus_id"": ""255""}"
obd,30.4417,0.0128,2021-12-06 13:20:00.441700,"{""e_load"": 26.275}"
obd,30.4489,0.0072,2021-12-06 13:20:00.448900,"{""c_temp"": 80}"
obd,30.4616,0.0127,2021-12-06 13:20:00.461600,"{""status"": ""unknown pid"", ""pid"": ""17"", ""address"": ""2024"", ""bus_id"": ""255""}"
obd,30.4689,0.0073,2021-12-06 13:20:00.468900,"{""rpm"": 678.0}"
obd,31.4088,0.0078,2021-12-06 13:20:01.408800,"{""veh_speed"": 0}"
obd,31.4214,0.0126,2021-12-06 13:20:01.421400,"{""aat"": 2}"
obd,31.4288,0.0074,2021-12-06 13:20:01.428800,"{""status"": ""unknown pid"", ""pid"": ""34"", ""address"": ""2024"", ""bus_id"": ""255""}"
obd,31.4416,0.0128,2021-12-06 13:20:01.441600,"{""e_load"": 26.667}"
obd,31.4487,0.0071,2021-12-06 13:20:01.448700,"{""c_temp"": 80}"
obd,31.4616,0.0129,2021-12-06 13:20:01.461600,"{""status"": ""unknown pid"", ""pid"": ""17"", ""address"": ""2024"", ""bus_id"": ""255""}"
obd,31.4688,0.0072,2021-12-06 13:20:01.468800,"{""rpm"": 679.5}"
obd,32.4087,0.0077,2021-12-06 13:20:02.408700,"{""veh_speed"": 0}"
obd,32.4186,0.0099,2021-12-06 13:20:02.418600,"{""aat"": 2}"
obd,32.4287,0.0101,2021-12-06 13:20:02.428700,"{""status"": ""unknown pid"", ""pid"": ""34"", ""address"": ""2024"", ""bus_id"": ""255""}"
obd,32.4387,0.01,2021-12-06 13:20:02.438700,"{""e_load"": 25.882}"
obd,32.4487,0.01,2021-12-06 13:20:02.448700,"{""c_temp"": 80}"
obd,32.4587,0.01,2021-12-06 13:20:02.458700,"{""status"": ""unknown pid"", ""pid"": ""17"", ""address"": ""2024"", ""bus_id"": ""255""}"
obd,32.4687,0.01,2021-12-06 13:20:02.468700,"{""rpm"": 679.0}"
obd,33.4086,0.0076,2021-12-06 13:20:03.408600,"{""veh_speed"": 0}"
obd,33.4186,0.01,2021-12-06 13:20:03.418600,"{""aat"": 2}"
obd,33.4286,0.01,2021-12-06 13:20:03.428600,"{""status"": ""unknown pid"", ""pid"": ""34"", ""address"": ""2024"", ""bus_id"": ""255""}"
obd,33.4386,0.01,2021-12-06 13:20:03.438600,"{""e_load"": 25.882}"
obd,33.4486,0.01,2021-12-06 13:20:03.448600,"{""c_temp"": 80}"
obd,33.4586,0.01,2021-12-06 13:20:03.458600,"{""status"": ""unknown pid"", ""pid"": ""17"", ""address"": ""2024"", ""bus_id"": ""255""}"
obd,33.4686,0.01,2021-12-06 13:20:03.468600,"{""rpm"": 680.5}"
obd,34.4085,0.0075,2021-12-06 13:20:04.408500,"{""veh_speed"": 0}"
obd,34.4185,0.01,2021-12-06 13:20:04.418500,"{""aat"": 2}"
obd,34.4285,0.01,2021-12-06 13:20:04.428500,"{""status"": ""unknown pid"", ""pid"": ""34"", ""address"": ""2024"", ""bus_id"": ""255""}"
obd,34.4385,0.01,2021-12-06 13:20:04.438500,"{""e_load"": 26.667}"
obd,34.4485,0.01,2021-12-06 13:20:04.448500,"{""c_temp"": 80}"
obd,34.4585,0.01,2021-12-06 13:20:04.458500,"{""status"": ""unknown pid"", ""pid"": ""17"", ""address"": ""2024"", ""bus_id"": ""255""}"
obd,34.4685,0.01,2021-12-06 13:20:04.468500,"{""rpm"": 679.5}"
obd,35.4085,0.0075,2021-12-06 13:20:05.408500,"{""veh_speed"": 0}"
obd,35.4184,0.0099,2021-12-06 13:20:05.418400,"{""aat"": 2}"
obd,35.4288,0.0104,2021-12-06 13:20:05.428800,"{""status"": ""unknown pid"", ""pid"": ""34"", ""address"": ""2024"", ""bus_id"": ""255""}"
obd,35.4385,0.0097,2021-12-06 13:20:05.438500,"{""e_load"": 26.275}"
obd,35.4484,0.0099,2021-12-06 13:20:05.448400,"{""c_temp"": 80}"
